offerid	clusterid	size	productname	brand	description	id1	id2	id3	price	currency
antonline_722	cluster_22292	6	Dell Latitude 5000 5591 15.6in LCD Notebook	Dell		8.84116E+11			1715.99	USD
antonline_723	cluster_22485	8	Dell Latitude 5000 5591 15.6in LCD Notebook	Dell		8.84116E+11			1329.18	USD
antonline_724	cluster_22279	8	Dell Latitude 5000 5491 14in LCD Notebook	Dell		8.84116E+11			1614.43	USD
antonline_725	cluster_22351	14	Dell Latitude 5000 5491 14in LCD Notebook	Dell		8.84116E+11			1329.54	USD
antonline_730	cluster_22242	6	MSI PS42 8RB-060 14in LCD Gaming Notebook	MSI		8.24142E+11			1181.7	USD
antonline_743	cluster_22587	13	ASUS ZenBook 13 UX331UA-DS71 13.3 inch	Asus		1.92876E+11			919.99	USD
antonline_751	cluster_22401	7	Asus VivoBook X540YA-DB02 15.6in LCD Notebook	Asus		1.92876E+11			328.94	USD
antonline_756	cluster_22034	6	Dell Latitude 5000 5491 14in LCD Notebook	Dell		8.84116E+11			1613.88	USD
antonline_769	cluster_22377	7	Asus VivoBook 15 X540UA-DB51 15.6in LCD Notebook	Asus		8.8935E+11			639.3	USD
antonline_770	cluster_22370	7	Asus VivoBook 15 X540UA-DB71 15.6in LCD Notebook	Asus		1.92876E+11			744.15	USD
antonline_773	cluster_22164	7	Lenovo IdeaPad 710S Plus Touch-13IKB 80YQ0002US 13.3in Touchscreen LCD Notebook	Lenovo		1.91376E+11			810.38	USD
antonline_776	cluster_22559	14	Lenovo IdeaPad Y700 Touch-15ISK 80NW0030US 15.6in Touchscreen LCD Gaming Notebook	Lenovo		1.90725E+11			917.35	USD
antonline_779	cluster_22493	8	Asus ASUSPRO P5440UF-XB74 14in LCD Ultrabook	Asus		1.92876E+11			1355.41	USD
antonline_791	cluster_21996	7	Lenovo IdeaPad 330-15ICH 81FK0000US 15.6in LCD Notebook	Lenovo		1.92331E+11			819.24	USD
antonline_801	cluster_22520	18	Lenovo ThinkPad E480 20KN008GUS 14in LCD Notebook	Lenovo		1.92651E+11			613.45	USD
antonline_802	cluster_22605	20	Lenovo IdeaPad 330 Touch-15IKB 81DJ0003US 15.6in Touchscreen LCD Notebook	Lenovo		1.92331E+11			674.87	USD
antonline_827	cluster_21682	6	ASUSPRO Laptop - 15.6??? FHD Matte Display	Asus		1.92876E+11			839.42	USD
antonline_83	cluster_22222	6	HP EliteBook 850 G5 15.6in LCD Notebook	HP		1.92545E+11			1312.95	USD
antonline_833	cluster_22563	10	Lenovo IdeaPad Flex 6-14IKB 81EM000AUS 14in Touchscreen LCD 2 in 1 Notebook	Lenovo		1.92331E+11			1094.99	USD
antonline_835	cluster_21884	7	Lenovo IdeaPad 530S-14IKB 81EU000HUS 14in LCD Notebook	Lenovo		1.92331E+11			744.99	USD
antonline_845	cluster_22544	9	ASUS ROG Strix Scar Edition GL703GS-DS74 17.3in Gaming Laptop	Asus		8.8935E+11			1899	USD
antonline_849	cluster_22251	6	ASUS ROG Strix Hero Edition 15.6in Gaming Laptop	Asus		8.8935E+11			1099.99	USD
antonline_861	cluster_22562	12	Lenovo IdeaPad Flex 6-14IKB 81EM0008US 14in Touchscreen LCD 2 in 1 Notebook	Lenovo		1.92331E+11			834.99	USD
antonline_869	cluster_22276	6	Lenovo Legion Y520-15IKBM 80YY0090US 15.6in LCD Notebook	Lenovo		1.92331E+11			1140.99	USD
antonline_873	cluster_22136	6	Lenovo IdeaPad Flex 5-1570 81CA000UUS 15.6in Touchscreen LCD 2 in 1 Notebook	Lenovo		1.92331E+11			912.99	USD
antonline_876	cluster_22559	14	Lenovo ThinkPad E580 20KS003QUS 15.6in LCD Notebook	Lenovo		1.92158E+11			803.21	USD
antonline_887	cluster_22523	11	Lenovo ThinkPad P52s 20LB0019US 15.6in LCD Mobile Workstation Ultrabook	Lenovo		1.9233E+11			1827.08	USD
antonline_892	cluster_22277	6	Lenovo ThinkPad X1 Yoga 3rd Gen 20LD001HUS 14in LCD 2 in 1 Ultrabook	Lenovo		1.9233E+11			2313.08	USD
antonline_896	cluster_22236	6	Dell Latitude 3000 3490 14in LCD Notebook	Dell		8.84116E+11			556.82	USD
antonline_905	cluster_20668	6	Dell Latitude 5490 14in Intel Core i7 8 GB DDR4 SDRAM LCD Notebook	Dell		8.84116E+11			1413.85	USD
antonline_912	cluster_22517	11	Lenovo ThinkPad E580 20KS003LUS 15.6in LCD Notebook	Lenovo		1.92158E+11			883.7	USD
antonline_921	cluster_22278	6	ASUS E402WA-WH21 Lightweight and Portable Laptop PC	Asus		8.8935E+11			258.96	USD
antonline_926	cluster_20668	6	Dell Inspiron 15 7000 15.6in Intel Core i7 (7th Gen) IPS LCD Gaming Notebook 16GB RAM 1 TB HDD 128GB SSD	Dell		8.84116E+11			1359	USD
antonline_927	cluster_22161	8	Dell Inspiron 15 5000 5570 15.6in LCD Notebook	Dell		8.84116E+11			714.16	USD
antonline_947	cluster_22137	6	Samsung Chromebook Pro XE510C24-K01US 12.3in Touchscreen LCD 2 in 1 Chromebook	Samsung		8.87276E+11			647.38	USD
antonline_949	cluster_22518	8	Lenovo ThinkPad P51 20HH000GUS 15.6in LCD Mobile Workstation	Lenovo		1.91376E+11			1352.86	USD
antonline_981	cluster_22192	6	MSI GT83 Titan-014 VR Ready 18.4in LCD Gaming Notebook	MSI		8.24142E+11			5299	USD
antonline_986	cluster_22297	6	Lenovo ThinkPad T580 20L9001FUS 15.6in Touchscreen LCD Notebook	Lenovo		1.92159E+11			1482.78	USD
bestbuy_128	cluster_22568	10	Acer - TravelMate 15.6in Laptop - Intel Core i7 - 8GB Memory - 256GB Solid State Drive - Black	Acer	Windows 7 ProfessionalTechnical details: 6th Gen Intel® Core™ i7-6500U processor; 15.6in display; 8GB memory; 256GB solid state driveSpecial features: fingerprint reader; backlit keyboardNote: DVD/CD drive not included	8.88864E+11	TMP459M782M		942.99	USD
bestbuy_138	cluster_22103	6	Alienware - 17.3in Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce GTX 1070 OC Edition - 1TB + 8GB Hybrid Hard Drive - Epic Silver	Alienware	Windows 10 HomeNVIDIA GeForce GTX 1070 OC Edition 8GB dedicated graphicsTechnical details: 8th Gen Intel® Core™ i7-8750H processor; 17.3in display; 16GB memory; hybrid hard drive (1TB hard drive with 8GB NAND flash memory)Special features: HDMI outputNote: DVD/CD drive not included	8.84116E+11	AW17R57092SLVPUS		1717.99	USD
bestbuy_139	cluster_22402	7	Alienware - 17.3in Laptop - Intel Core i7 - 8GB Memory - NVIDIA GeForce GTX 1060 OC Edition - 1TB HDD + 256GB Solid State Drive - Epic Silver	Alienware	Windows 10 HomeNVIDIA GeForce GTX 1060 OC Edition 6GB dedicated graphicsTechnical details: 8th Gen Intel® Core™ i7-8750H processor; 17.3in display; 8GB memory; 256GB solid state drive; 1TB hard driveSpecial features: Bluetooth; HDMI outputNote: DVD/CD drive not included	8.84116E+11	AW17R57108SLVPUS		1585.99	USD
bestbuy_152	cluster_22439	7	Apple - Macbook® - 12in Display - Intel Core M3 - 8GB Memory - 256GB Flash Storage (Latest Model) - Space Gray	Apple	Intel Core m3 processor Intel HD Graphics 615Fast SSD storageUp to 10 hours of battery life²802.11ac Wi-FiForce Touch Trackpad	1.90198E+11	MNYF2LLA		1299.99	USD
bestbuy_18	cluster_22171	6	Acer - 15.6in Chromebook - Intel Core i3 - 4GB Memory - 32GB Solid State Drive - Black	Acer	Google Chrome OSTechnical details: 5th Gen Intel® Core™ i3 processor; 15.6in display; 4GB memory; 32GB solid state driveSpecial features: Bluetooth; HDMI outputNote: DVD/CD drive not included	8.88863E+11	C9103916		414.99	USD
bestbuy_22	cluster_22328	7	Acer - 15.6in Laptop - Intel Core i5 - 8GB Memory - NVIDIA GeForce MX150 - 1TB Hard Drive + 256GB Solid State Drive - Obsidian Black	Acer	Windows 10 HomeNVIDIA GeForce MX150 2GB dedicated graphicsTechnical details: 8th Gen Intel® Core™ i5-8250U processor; 15.6in display; 8GB memory; 256GB solid state drive; 1TB hard driveSpecial features: Bluetooth; HDMI outputNote: DVD/CD drive not included	1.91115E+11	A51551G5067		683.13	USD
bestbuy_279	cluster_22587	13	ASUS - 13.3in Laptop - Intel Core i7 - 8GB Memory - 256GB Solid State Drive - Icicle Gold	ASUS	Windows 10 HomeTechnical details: 8th Gen Intel® Core™ i7-8250U processor; 13.3in display; 8GB memory; 256GB solid state driveSpecial features: fingerprint reader; backlit keyboardNote: DVD/CD drive not included	1.92876E+11	UX331UADS71		866.99	USD
bestbuy_281	cluster_22278	6	ASUS - 14in Laptop - AMD Quad Core E2-6110 - 4GB Memory - 64GB eMMC Flash Memory - Dark Blue	ASUS	Windows 10 STechnical details: AMD Quad Core E2-6110 processor; 14in display; 4GB memory; 64GB eMMC flash memorySpecial features: Bluetooth; HDMI outputNote: DVD/CD drive not included	8.8935E+11	E402WAWH21		221.99	USD
bestbuy_286	cluster_22469	8	ASUS - 15.6in Laptop - Intel Core i7 - 8GB Memory - 1TB Hard Drive + 128GB Solid State Drive - Metal Gold	ASUS	Windows 10 HomeTechnical details: 8th Gen Intel® Core™ i7-8550U processor; 15.6in display; 8GB memory; 128GB solid state drive; 1TB hard driveSpecial features: fingerprint reader; backlit keyboard; outdoor screenNote: DVD/CD drive not included	8.8935E+11	S510UADS71		796.99	USD
bestbuy_299	cluster_21682	6	ASUS - ASUSPRO P2540UB 15.6in Laptop - Intel Core i5 - 8GB Memory - NVIDIA GeForce MX110 - 256GB Solid State Drive - Black	ASUS	Windows 10 ProNVIDIA GeForce MX110 2GB dedicated graphicsTechnical details: 8th Gen Intel® Core™ i5-8250U processor; 15.6in display; 8GB memory; 256GB solid state driveSpecial features: fingerprint reader; Bluetooth; outdoor screen; HDMI outputNote: DVD/CD drive not included	1.92876E+11	P2540UBXB51		773.99	USD
bestbuy_301	cluster_22493	8	ASUS - ASUSPRO P5440UF 14in Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce MX130 - 512GB Solid State Drive - Gray	ASUS	Windows 10 ProNVIDIA GeForce MX130 2GB dedicated graphicsTechnical details: 8th Gen Intel® Core™ i7-8550U processor; 14in display; 16GB memory; 512GB solid state driveSpecial features: fingerprint reader; backlit keyboardNote: DVD/CD drive not included	1.92876E+11	P5440UFXB74		1299.99	USD
bestbuy_305	cluster_22294	6	ASUS - Flip C213SA 2-in-1 11.6in Touch-Screen Chromebook - Intel Celeron - 4GB Memory - 32GB eMMC Flash Memory - Gray dark gray	ASUS	Google Chrome OSTechnical details: Intel® Celeron® N3350 processor; 11.6in display; 4GB memory; 32GB eMMC flash memorySpecial features: Bluetooth; touch screen; outdoor screen; HDMI outputNote: DVD/CD drive not included	8.8935E+11	C213SAYS02		328.99	USD
bestbuy_315	cluster_22251	6	ASUS - ROG Strix Hero Edition 15.6in Laptop - Intel Core i5 - 8GB Memory - NVIDIA GeForce GTX 1050Ti - 1TB+8GB SSHD + 128GB SSD - Black	ASUS	Windows 10 HomeNVIDIA GeForce GTX 1050 Ti 4GB dedicated graphicsTechnical details: 8th Gen Intel® Core™ i5-8300H processor; 15.6in display; 8GB memory; 128GB solid state drive; 1TB Hybrid DriveSpecial features: Bluetooth; HDMI outputNote: DVD/CD drive not included	8.8935E+11	GL503GEES52		1060.99	USD
bestbuy_318	cluster_22303	7	ASUS - ROG Strix Scar Edition 17.3in Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce GTX 1060 - 1TB SSHD + 256GB SSD - Black	ASUS	Windows 10 HomeNVIDIA GeForce GTX 1060 6GB dedicated graphicsTechnical details: 8th Gen Intel® Core™ i7-8750H processor; 17.3in display; 16GB memory; 256GB solid state drive; 1TB Hybrid DriveSpecial features: Bluetooth; outdoor screen; HDMI outputNote: DVD/CD drive not included	8.8935E+11	GL703GMDS74		1534.99	USD
bestbuy_319	cluster_22544	9	ASUS - ROG Strix Scar Edition 17.3in Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce GTX 1070 - 1TB SSHD + 256GB SSD - Black Gunmetal	ASUS	Windows 10 ProNVIDIA GeForce GTX 1070 8GB dedicated graphicsTechnical details: 8th Gen Intel® Core™ i7-8750H processor; 17.3in display; 16GB memory; 256GB solid state drive; 1TB Hybrid DriveSpecial features: G-SYNC; outdoor screen; HDMI outputNote: DVD/CD drive not included	8.8935E+11	GL703GSDS74		1899.99	USD
bestbuy_321	cluster_22515	8	ASUS - ROG Zephyrus M 15.6in Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce GTX 1070 - 1TB Hybrid Drive + 256GB SSD - Black	ASUS	Windows 10 ProNVIDIA GeForce GTX 1070 8GB dedicated graphicsTechnical details: 8th Gen Intel® Core™ i7-8750H processor; 15.6in display; 16GB memory; 256GB solid state drive; 1TB Hybrid DriveSpecial features: G-SYNC; outdoor screen; HDMI outputNote: DVD/CD drive not included	8.8935E+11	GM501GSXS74		2199.99	USD
bestbuy_322	cluster_22135	6	ASUS - Strix GL504GS 15.6in Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce GTX 1070 - 1TB HDD + 256GB SSD - Black	ASUS	Windows 10 HomeNVIDIA GeForce GTX 1070 8GB dedicated graphicsTechnical details: 8th Gen Intel® Core™ i7-8750H processor; 15.6in display; 16GB memory; 256GB solid state drive; 1TB Hybrid DriveSpecial features: Bluetooth; HDMI outputNote: DVD/CD drive not included	1.92876E+11	GL504GSDS74		1999.99	USD
bestbuy_324	cluster_22325	7	ASUS - Transformer Book T101HA - 10.1in - Tablet - 64GB - With Keyboard - Glacier gray	ASUS	"Windows 1010.1in multitouch-screen display with 1280 x 800 resolution64GB storage capacityQuad-Core processorWi-FiKeyboard, touchpad2MP cameramicroSD, microSDHC, microSDXC memory cards"	8.8935E+11	T101HAC4GR		282.99	USD
bestbuy_332	cluster_22377	7	ASUS - VivoBook 15 15.6in Laptop - Intel Core i5 - 8GB Memory - 1TB + 8GB Hybrid Hard Drive - Black	ASUS	Windows 10 HomeTechnical details: 8th Gen Intel® Core™ i5-8250U processor; 15.6in display; 8GB memory; hybrid hard drive (1TB hard drive with 8GB NAND flash memory)Special features: Bluetooth; outdoor screen; HDMI output	8.8935E+11	X540UADB51		599.99	USD
bestbuy_333	cluster_22370	7	ASUS - VivoBook 15 15.6in Laptop - Intel Core i7 - 8GB Memory - 1TB + 8GB Hybrid Hard Drive - Dark Brown Gold	ASUS	Windows 10 HomeTechnical details: 8th Gen Intel® Core™ i7-8550U processor; 15.6in display; 8GB memory; hybrid hard drive (1TB hard drive with 8GB NAND flash memory)Special features: Bluetooth; outdoor screen; HDMI output	1.92876E+11	X540UADB71		684.99	USD
bestbuy_344	cluster_22517	11	ASUS - VivoBook Flip 14 TP412UA 2-in-1 14in Touch-Screen Laptop - Intel Core i5 - 8GB Memory - 256GB Solid State Drive - Star Gray	ASUS	Windows 10 HomeTechnical details: 8th Gen Intel® Core™ i5-8250U processor; 14in display; 8GB memory; 256GB solid state driveSpecial features: fingerprint reader; touch screen; backlit keyboardNote: DVD/CD drive not included	1.92876E+11	TP412UADB51T		749.99	USD
bestbuy_351	cluster_21902	7	ASUS - VivoBook S15 15.6in Laptop - Intel Core i5 - 8GB Memory - 256GB Solid State Drive - Starry Gray With Red Edges	ASUS	Windows 10 HomeTechnical details: 8th Gen Intel® Core™ i5-8250U processor; 15.6in display; 8GB memory; 256GB solid state driveSpecial features: fingerprint reader; backlit keyboard; outdoor screenNote: DVD/CD drive not included	8.8935E+11	S530UADB51RD		699.99	USD
bestbuy_352	cluster_22401	7	ASUS - VivoBook X540YA 15.6in Laptop - AMD E2-Series - 4GB Memory - AMD Radeon R2 - 500GB Hard Drive - Gold Chocolate Black	ASUS	Windows 10 HomeTechnical details: AMD E2-Series 6110 processor; 15.6in display; 4GB memory; 500GB hard driveSpecial features: Bluetooth; HDMI outputNote: DVD/CD drive not included	1.92876E+11	X540YADB02		299.99	USD
bestbuy_354	cluster_22561	9	ASUS - Zenbook 15.6in Touch-Screen Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce GTX 1050 Ti - 512GB SSD - Matte black	ASUS	Windows 10 SignatureNVIDIA GeForce GTX 1050 Ti 4GB dedicated graphicsTechnical details: 7th Gen Intel® Core™ i7-7700HQ processor; 15.6in display; 16GB memory; 512GB solid state driveSpecial features: fingerprint reader; touch screen; backlit keyboardNote: DVD/CD drive not included	8.8935E+11	UX550VEDB71T		1699.99	USD
bestbuy_355	cluster_22597	11	ASUS - ZenBook 3 Deluxe UX490UA 14in Laptop - Intel Core i7 - 16GB Memory - 512GB Solid State Drive - Royal blue	ASUS	Windows 10 ProTechnical details: 8th Gen Intel® Core™ i7-8550U processor; 14in display; 16GB memory; 512GB solid state driveSpecial features: fingerprint reader; DisplayPortNote: DVD/CD drive not included	8.8935E+11	UX490UAXH74BL		1473.99	USD
bestbuy_356	cluster_22461	9	ASUS - ZenBook Flip 2-in-1 14in Touch-Screen Laptop - Intel Core i5 - 8GB Memory - 256GB Solid State Drive - Slate Gray	ASUS	Windows 10Built for Windows InkTechnical details: 8th Gen Intel® Core™ i5-8250U processor; 14in display; 8GB memory; 256GB solid-state driveSpecial features: Fingerprint reader; cable lock slot; backlit keyboard; Bluetooth; HDMI outputNote: DVD/CD drive not included	8.8935E+11	UX461UADS51T		872.99	USD
bestbuy_384	cluster_22443	9	Dell - 15.6in Laptop - Intel Core i5 - 8GB Memory - NVIDIA GeForce GTX 1060 - 1TB Hard Drive + 128GB Solid State Drive - Black	Dell	Windows 10 HomeNVIDIA GeForce GTX 1060 6GB dedicated graphicsTechnical details: 7th Gen Intel® Core™ i5-7300HQ processor; 15.6in display; 8GB memory; 1TB hard drive; 128GB solid state driveSpecial features: fingerprint reader; backlit keyboard; HDMI output	8.84116E+11	I75775241BLK		983.99	USD
bestbuy_407	cluster_22293	6	Dell - Inspiron 15.6in 4K Ultra HD Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce GTX 1060 - 1TB HDD + 512GB SSD - Matte Black	Dell	Windows 104K Ultra HDNVIDIA GeForce GTX 1060 6GB dedicated graphicsTechnical details: 7th Gen Intel® Core™ i7-7700HQ processor; 15.6in display; 16GB memory; 1TB HDD; 512GB SSDSpecial features: Bluetooth; backlit keyboard; HDMI output	8.84116E+11	I75777289BLKPUS		1499.99	USD
bestbuy_411	cluster_22250	6	Dell - Inspiron 15.6in Laptop - Intel Core i5 - 8GB Memory - 1TB Hard Drive - Silver	Dell	Windows 10 HomeTechnical details: 8th Gen Intel® Core™ i5-8250U processor; 15.6in display; 8GB memory; 1TB hard driveSpecial features: Bluetooth; HDMI output	8.84116E+11	I55705644SLV		669.99	USD
bestbuy_464	cluster_22219	6	Dell - Latitude 14in Laptop - Intel Core i5 - 4GB Memory - 500GB Hard Drive	Dell	windows 10 pro 8th gen intel® core™ i5-8250u processor; 14in display; 4gb memory; 500gb hard drive special features: cable lock slot; bluetooth; hdmi output note: dvd/cd drive not included 	8.84116E+11	LATI54906J9XN		1008.99	USD
bestbuy_473	cluster_22351	14	Dell - Latitude 14in Laptop - Intel Core i5 - 8GB Memory - 256GB Solid State Drive	Dell	windows 10 8th gen intel® core™ i5-8400h processor; 14in display; 8gb memory; 256gb solid state drive special features: cable lock slot; bluetooth; hdmi output note: dvd/cd drive not included 	8.84116E+11	LATI54918XW29		2221.99	USD
bestbuy_474	cluster_22237	6	Dell - Latitude 14in Laptop - Intel Core i5 - 8GB Memory - 256GB Solid State Drive - Black	Dell	windows 10 pro 7th gen intel® core™ i5 processor; 14in display; 8gb memory; 256gb solid state drive special features: bluetooth; hdmi output note: dvd/cd drive not included 	8.84116E+11	LATI7480J350V		1399.99	USD
bestbuy_485	cluster_22279	8	Dell - Latitude 14in Laptop - Intel Core i7 - 16GB Memory - 256GB Solid State Drive	Dell	windows 10 8th gen intel® core™ i7-8850h processor; 14in display; 16gb memory; 256gb solid state drive special features: cable lock slot; bluetooth; hdmi output note: dvd/cd drive not included 	8.84116E+11	LATI5491D2DYW		2678.97	USD
bestbuy_522	cluster_22485	8	Dell - Latitude 15.6in Laptop - Intel Core i5 - 8GB Memory - 256GB Solid State Drive	Dell	windows 10 8th gen intel® core™ i5-8400h processor; 15.6in display; 8gb memory; 256gb solid state drive special features: cable lock slot; bluetooth; hdmi output note: dvd/cd drive not included 	8.84116E+11	LATI5591XX14F		2221.99	USD
bestbuy_529	cluster_22292	6	Dell - Latitude 15.6in Laptop - Intel Core i7 - 16GB Memory - 512GB Solid State Drive	Dell	windows 10 8th gen intel® core™ i7-8850h processor; 15.6in display; 16gb memory; 512gb solid state drive special features: cable lock slot; bluetooth; hdmi output note: dvd/cd drive not included 	8.84116E+11	LATI5591J3VWF		2893.99	USD
bestbuy_54	cluster_22289	6	Acer - Aspire 3 15.6in Laptop - Intel Core i5 - 6GB Memory - 1TB Hard Drive - Obsidian Black	Acer		1.91115E+11	A3155157Z4		493.99	USD
bestbuy_578	cluster_22538	9	HP - 15.6in Laptop - Intel Core i5 - 4GB Memory - 500GB Hard Drive - Dark Ash Silver Woven Texture	HP	windows 10 home 7th gen intel® core™ i5-7200u processor; 15.6in display; 4gb memory; 500gb hard drive special features: bluetooth; hdmi output 	1.90782E+11	1NW55UT		493.99	USD
bestbuy_581	cluster_22605	20	HP - 15.6in Laptop - Intel Core i5 - 8GB Memory - NVIDIA GeForce GTX 1050 Ti - 1TB Hard Drive + 128GB Solid State Drive - HP Matte Finish In Shadow Black And Acid Green	HP	windows 10 home nvidia geforce gtx 1050 ti 4gb dedicated graphics 8th gen intel® core™ i5-8300h processor; 15.6in display; 8gb memory; 128gb solid state drive; 1tb hard drive special features: bluetooth; hdmi output note: dvd/cd drive not included 	1.92545E+11	15CX0030NR		851.99	USD
bestbuy_584	cluster_22363	8	HP - 15.6in Touch-Screen Laptop - AMD Ryzen 5 - 8GB Memory - 1TB Hard Drive - HP Finish In Smoke Gray And Ash Silver	HP	windows 10 home amd ryzen 5 2500u processor; 15.6in display; 8gb memory; 1tb hard drive special features: bluetooth; touch screen; hdmi output 	1.92545E+11	15DB0040NR		583.99	USD
bestbuy_613	cluster_22602	14	HP - EliteBook 14in Laptop - Intel Core i5 - 8GB Memory - 256GB Solid State Drive - Silver	HP	windows 10 pro 7th gen intel® core™ i5-7200u processor; 14in display; 8gb memory; 256gb solid state drive special features: bluetooth; displayport note: dvd/cd drive not included 	1.90781E+11	1GE40UT		1100.99	USD
bestbuy_617	cluster_22536	9	HP - EliteBook 14in Laptop - Intel Core i7 - 16GB Memory - 512GB Solid State Drive - Silver	HP	windows 10 pro 7th gen intel® core™ i7-7500u processor; 14in display; 16gb memory; 512gb solid state drive special features: bluetooth; displayport note: dvd/cd drive not included 	1.90781E+11	1GE45UT		1979.99	USD
bestbuy_618	cluster_22333	7	HP - EliteBook 14in Laptop - Intel Core i7 - 8GB Memory - 256GB Solid State Drive - Natural Silver Diamond Cut Design	HP	windows 10 pro 7th gen intel® core™ i7-7500u processor; 14in display; 8gb memory; 256gb solid state drive special features: fingerprint reader; backlit keyboard note: dvd/cd drive not included 	1.92018E+11	2UL94UT		1739.99	USD
bestbuy_637	cluster_22511	9	HP - EliteBook 15.6in Laptop - Intel Core i5 - 8GB Memory - 256GB Solid State Drive - Silver	HP	windows 10 pro 7th gen intel® core™ i5-7200u processor; 15.6in display; 8gb memory; 256gb solid state drive special features: bluetooth; spill-resistant keyboard; displayport note: dvd/cd drive not included 	1.90781E+11	1BS46UT		1139.99	USD
bestbuy_647	cluster_22274	9	HP - Envy 13.3in Touch-Screen Laptop - Intel Core i7 - 8GB Memory - 256GB Solid State Drive - HP Finish In Natural Silver	HP	windows 10 home 8th gen intel® core™ i7-8550u processor; 13.3in display; 8gb memory; 256gb solid state drive special features: fingerprint reader; touch screen note: dvd/cd drive not included 	1.92545E+11	13AH0010NR		1029.99	USD
bestbuy_66	cluster_22378	7	Acer - Aspire 5 17.3in Laptop - Intel Core i5 - 8GB Memory - 1TB Hard Drive - Obsidian Black	Acer		1.91114E+11	A51751568Y		579.99	USD
bestbuy_665	cluster_22286	6	HP - Pavilion 15.6in Touch-Screen Laptop - Intel Core i3 - 8GB Memory - 1TB Hard Drive - HP Sand Blast Matte Finish In Mineral Silver	HP	windows 10 home 8th gen intel® core™ i3-8130u processor; 15.6in display; 8gb memory; 1tb hard drive special features: bluetooth; touch screen; hdmi output 	1.92545E+11	15CU0071NR		599.99	USD
